SlNo,imei,InfoType,Date Time,,F,Time,Validity,Latitude,Lat Direction,Longitude,Lng Direction,Speed,Course,Elevation,Acc,Battery,GSM,Version
8982,imei:865609029330026,tracker,18-06-2007 9.24,,F,92441,A,1254.8315,N,7733.5839,E,162,72,895.7,1,35,100,F1.7.3;
8983,imei:865609029330026,tracker,18-06-2007 9.24,,F,92443,A,1254.8218,N,7733.5778,E,61,107,902,1,35,100,F1.7.3;
8984,imei:865609029330026,tracker,18-06-2007 9.24,,F,92445,A,1254.8226,N,7733.5828,E,25,300,915.9,1,35,100,F1.7.3;
8985,imei:865609029330026,tracker,18-06-2007 9.24,,F,92449,A,1254.8269,N,7733.5889,E,15,6,914.5,1,35,100,F1.7.3;
8986,imei:865609029330026,tracker,18-06-2007 9.24,,F,92451,A,1254.8364,N,7733.5868,E,21,48,892.2,1,35,100,F1.7.3;
8987,imei:865609029330026,tracker,18-06-2007 9.24,,F,92453,A,1254.8372,N,7733.5929,E,75,118,893.6,1,35,100,F1.7.3;
8988,imei:865609029330026,tracker,18-06-2007 9.24,,F,92455,A,1254.8497,N,7733.5922,E,23,53,904.3,1,35,100,F1.7.3;
8989,imei:865609029330026,tracker,18-06-2007 9.25,,F,92513,A,1254.8955,N,7733.648,E,98,23,895.6,1,35,100,F1.7.3;
8990,imei:865609029330026,tracker,18-06-2007 9.25,,F,92523,A,1254.9231,N,7733.6627,E,59,340,896,1,36,100,F1.7.3;
8991,imei:865609029330026,tracker,18-06-2007 9.25,,F,92525,A,1254.9269,N,7733.6645,E,135,10,896.2,1,36,100,F1.7.3;
8992,imei:865609029330026,tracker,18-06-2007 9.25,,F,92538,A,1254.9459,N,7733.6871,E,40,103,896.7,1,35,100,F1.7.3;
8993,imei:865609029388685,sleep,18-06-2007 9.27,,F,92708,A,1255.5546,N,7739.8694,E,7,146,904.9,0,99,70,F1.7.3;
8994,imei:865609029330026,tracker,18-06-2007 9.27,,F,92723,A,1254.8315,N,7734.0408,E,279,59,898.9,1,36,96,F1.7.3;
8995,imei:865609029330026,tracker,18-06-2007 9.28,,F,92803,A,1254.9345,N,7734.1923,E,85,13,909.5,1,35,96,F1.7.3;
8996,imei:865609029330026,tracker,18-06-2007 9.28,,F,92816,A,1254.9774,N,7734.2163,E,190,52,903,1,35,100,F1.7.3;
8997,imei:865609029330026,tracker,18-06-2007 9.28,,F,92822,A,1254.9953,N,7734.2599,E,191,82,914.3,1,35,96,F1.7.3;
8998,imei:865609029330026,tracker,18-06-2007 9.28,,F,92855,A,1255.0118,N,7734.3811,E,7,136,908.6,1,35,96,F1.7.3;
8999,imei:865609029330026,tracker,18-06-2007 9.28,,F,92858,A,1255.0088,N,7734.3778,E,6,94,909,1,35,96,F1.7.3;
9000,imei:865609029330026,tracker,18-06-2007 9.29,,F,92923,A,1255.0338,N,7734.398,E,97,63,911.1,1,35,96,F1.7.3;
9001,imei:865609029330026,tracker,18-06-2007 9.29,,F,92925,A,1255.0231,N,7734.4101,E,122,152,909.6,1,35,96,F1.7.3;
9002,imei:865609029330026,tracker,18-06-2007 9.29,,F,92937,A,1254.9641,N,7734.425,E,316,185,909.5,1,35,93,F1.7.3;
9003,imei:865609029330026,tracker,18-06-2007 9.29,,F,92958,A,1254.8622,N,7734.4183,E,217,91,909.6,1,35,93,F1.7.3;
9004,imei:865609029330026,tracker,18-06-2007 9.30,,F,93004,A,1254.87,N,7734.4388,E,89,51,909.5,1,36,93,F1.7.3;
9005,imei:865609029330026,tracker,18-06-2007 9.30,,F,93018,A,1254.882,N,7734.4217,E,0,217,909.6,1,35,93,F1.7.3;
9006,imei:865609029330026,tracker,18-06-2007 9.30,,F,93019,A,1254.8847,N,7734.4261,E,7,321,909.5,1,35,96,F1.7.3;
9007,imei:865609029330026,tracker,18-06-2007 9.30,,F,93034,A,1254.8969,N,7734.4331,E,7,273,909.4,1,35,100,F1.7.3;
9008,imei:865609029330026,tracker,18-06-2007 9.30,,F,93036,A,1254.8954,N,7734.4366,E,9,230,909.5,1,35,100,F1.7.3;
9009,imei:865609029330026,tracker,18-06-2007 9.30,,F,93043,A,1254.8822,N,7734.4319,E,9,183,910.2,1,35,100,F1.7.3;
9010,imei:865609029330026,tracker,18-06-2007 9.31,,F,93120,A,1254.8935,N,7734.4341,E,24,151,909.5,1,35,80,F1.7.3;
9011,imei:865609029388685,sleep,18-06-2007 9.32,,F,93209,A,1255.5499,N,7739.8681,E,5,57,904.7,0,99,66,F1.7.3;
9012,imei:865609029330026,sleep,00/00/00 00:00,,F,93314,V,1254.8893,N,7734.4355,E,19,125,909.5,0,35,100,F1.7.3;
9013,imei:865609029330026,sleep,18-06-2007 9.35,,F,93529,A,1254.8893,N,7734.4355,E,19,125,909.5,0,36,100,F1.7.3;
9014,imei:865609029388685,tracker,18-06-2007 9.36,,F,93622,A,1255.5469,N,7739.8771,E,6,279,904.5,1,99,66,F1.7.3;
9015,imei:865609029388685,tracker,18-06-2007 9.36,,F,93631,A,1255.5481,N,7739.8758,E,8,310,904.8,1,99,66,F1.7.3;
9016,imei:865609029388685,tracker,18-06-2007 9.37,,F,93700,A,1255.5535,N,7739.873,E,10,277,905,1,96,63,F1.7.3;
9017,imei:865609029388685,tracker,18-06-2007 9.37,,F,93720,A,1255.5529,N,7739.8697,E,18,245,905,1,96,60,F1.7.3;
9018,imei:865609029388685,sleep,18-06-2007 9.37,,F,93740,A,1255.5494,N,7739.8619,E,22,246,905.1,0,96,50,F1.7.3;
9019,imei:865609029388685,tracker,18-06-2007 9.38,,F,93818,A,1255.5497,N,7739.8646,E,2,238,905.2,1,96,60,F1.7.3;
9020,imei:865609029388685,tracker,18-06-2007 9.38,,F,93819,A,1255.5497,N,7739.8646,E,2,94,905.2,1,96,60,F1.7.3;
9021,imei:865609029388685,tracker,18-06-2007 9.38,,F,93829,A,1255.5505,N,7739.8664,E,2,58,905.2,1,96,60,F1.7.3;
9022,imei:865609029388685,tracker,18-06-2007 9.38,,F,93830,A,1255.5505,N,7739.8666,E,4,357,905.2,1,96,63,F1.7.3;
9023,imei:865609029388685,tracker,18-06-2007 9.38,,F,93840,A,1255.5502,N,7739.8708,E,8,28,905.3,1,96,63,F1.7.3;
9024,imei:865609029388685,tracker,18-06-2007 9.38,,F,93842,A,1255.5497,N,7739.8717,E,6,78,905.6,1,96,63,F1.7.3;
9025,imei:865609029388685,tracker,18-06-2007 9.38,,F,93843,A,1255.5497,N,7739.8717,E,6,112,905.6,1,96,63,F1.7.3;
9026,imei:865609029388685,tracker,18-06-2007 9.38,,F,93845,A,1255.5497,N,7739.872,E,11,145,905.6,1,94,70,F1.7.3;
9027,imei:865609029388685,tracker,18-06-2007 9.39,,F,93901,A,1255.5488,N,7739.8747,E,2,177,905.8,1,95,70,F1.7.3;
9028,imei:865609029388685,tracker,18-06-2007 9.39,,F,93904,A,1255.5486,N,7739.8747,E,2,220,905.8,1,96,63,F1.7.3;
9029,imei:865609029388685,tracker,18-06-2007 9.39,,F,93911,A,1255.5484,N,7739.8744,E,6,261,905.8,1,94,63,F1.7.3;
9030,imei:865609029388685,tracker,18-06-2007 9.39,,F,93914,A,1255.5484,N,7739.8741,E,8,296,905.8,1,96,63,F1.7.3;
9031,imei:865609029388685,tracker,18-06-2007 9.39,,F,93932,A,1255.5535,N,7739.873,E,8,326,905.7,1,96,63,F1.7.3;
9032,imei:865609029388685,tracker,18-06-2007 9.39,,F,93936,A,1255.5538,N,7739.8727,E,2,5,905.7,1,96,76,F1.7.3;
9033,imei:865609029388685,tracker,18-06-2007 9.39,,F,93937,A,1255.554,N,7739.8727,E,5,45,905.7,1,96,80,F1.7.3;
9034,imei:865609029388685,tracker,18-06-2007 9.39,,F,93941,A,1255.554,N,7739.8728,E,1,136,905.7,1,96,80,F1.7.3;
9035,imei:865609029388685,tracker,18-06-2007 9.39,,F,93942,A,1255.554,N,7739.8728,E,3,181,905.7,1,94,80,F1.7.3;
9036,imei:865609029388685,tracker,18-06-2007 9.39,,F,93944,A,1255.554,N,7739.8728,E,1,224,905.7,1,94,80,F1.7.3;
9037,imei:865609029388685,tracker,18-06-2007 9.39,,F,93946,A,1255.5538,N,7739.8728,E,3,162,905.7,1,96,80,F1.7.3;
9038,imei:865609029388685,tracker,18-06-2007 9.39,,F,93948,A,1255.5537,N,7739.8728,E,5,207,905.7,1,96,80,F1.7.3;
9039,imei:865609029388685,tracker,18-06-2007 9.39,,F,93959,A,1255.5529,N,7739.8724,E,2,241,905.7,1,94,80,F1.7.3;
9040,imei:865609029388685,tracker,18-06-2007 9.40,,F,94001,A,1255.5529,N,7739.8723,E,4,313,905.7,1,96,76,F1.7.3;
9041,imei:865609029388685,tracker,18-06-2007 9.40,,F,94004,A,1255.553,N,7739.8721,E,3,357,905.7,1,96,76,F1.7.3;
9042,imei:865609029388685,tracker,18-06-2007 9.40,,F,94009,A,1255.5534,N,7739.8723,E,3,33,905.7,1,94,76,F1.7.3;
9043,imei:865609029388685,tracker,18-06-2007 9.40,,F,94011,A,1255.5535,N,7739.8724,E,5,71,905.7,1,95,76,F1.7.3;
9044,imei:865609029388685,tracker,18-06-2007 9.40,,F,94013,A,1255.5535,N,7739.8724,E,6,116,905.7,1,96,76,F1.7.3;
9045,imei:865609029388685,sleep,18-06-2007 9.40,,F,94025,A,1255.5527,N,7739.8735,E,5,100,905.7,0,96,76,F1.7.3;
9046,imei:865609029330026,tracker,18-06-2007 9.44,,F,94400,A,1254.871,N,7734.4274,E,43,173,906.4,1,35,96,F1.7.3;
9047,imei:865609029330026,sleep,18-06-2007 9.45,,F,94510,A,1254.871,N,7734.4274,E,43,173,906.4,0,35,100,F1.7.3;
9048,imei:865609029388685,sleep,18-06-2007 9.45,,F,94526,A,1255.5548,N,7739.8759,E,9,95,905.9,0,96,76,F1.7.3;
9049,imei:865609029388685,sleep,18-06-2007 9.50,,F,95026,A,1255.5567,N,7739.8711,E,2,129,906.2,0,96,80,F1.7.3;
9050,imei:865609029388685,tracker,18-06-2007 9.51,,F,95156,A,1255.5562,N,7739.8711,E,2,131,906.3,1,96,80,F1.7.3;
9051,imei:865609029388685,tracker,18-06-2007 9.52,,F,95201,A,1255.5559,N,7739.8713,E,9,169,906.3,1,96,80,F1.7.3;
9052,imei:865609029388685,tracker,18-06-2007 9.52,,F,95222,A,1255.5499,N,7739.8796,E,8,136,909,1,94,63,F1.7.3;
9053,imei:865609029388685,tracker,18-06-2007 9.52,,F,95227,A,1255.5494,N,7739.8799,E,2,186,909.1,1,95,66,F1.7.3;
9054,imei:865609029388685,tracker,18-06-2007 9.52,,F,95228,A,1255.5494,N,7739.8798,E,3,222,909.1,1,95,66,F1.7.3;
9055,imei:865609029388685,tracker,18-06-2007 9.52,,F,95230,A,1255.5494,N,7739.8798,E,3,77,909.1,1,95,66,F1.7.3;
9056,imei:865609029388685,tracker,18-06-2007 9.52,,F,95233,A,1255.5494,N,7739.8801,E,5,125,909.1,1,95,66,F1.7.3;
9057,imei:865609029388685,tracker,18-06-2007 9.52,,F,95235,A,1255.5492,N,7739.8802,E,3,177,909.1,1,94,66,F1.7.3;
9058,imei:865609029388685,tracker,18-06-2007 9.52,,F,95237,A,1255.5491,N,7739.8802,E,5,213,909.1,1,94,66,F1.7.3;
9059,imei:865609029388685,tracker,18-06-2007 9.52,,F,95242,A,1255.5489,N,7739.8798,E,7,245,909.1,1,94,66,F1.7.3;
9060,imei:865609029388685,tracker,18-06-2007 9.52,,F,95245,A,1255.5488,N,7739.8796,E,3,299,909.1,1,94,66,F1.7.3;
9061,imei:865609029388685,tracker,18-06-2007 9.52,,F,95249,A,1255.5489,N,7739.8795,E,1,336,909.1,1,94,66,F1.7.3;
9062,imei:865609029388685,tracker,18-06-2007 9.52,,F,95250,A,1255.5489,N,7739.8795,E,2,305,909.1,1,94,66,F1.7.3;
9063,imei:865609029388685,tracker,18-06-2007 9.52,,F,95252,A,1255.5489,N,7739.8794,E,1,240,909.1,1,94,66,F1.7.3;
9064,imei:865609029388685,tracker,18-06-2007 9.52,,F,95254,A,1255.5489,N,7739.8794,E,0,67,909.1,1,94,66,F1.7.3;
9065,imei:865609029388685,tracker,18-06-2007 9.52,,F,95256,A,1255.5489,N,7739.8794,E,2,157,909.2,1,94,66,F1.7.3;
9066,imei:865609029388685,sleep,18-06-2007 9.53,,F,95307,A,1255.5473,N,7739.8802,E,12,156,909.2,0,94,66,F1.7.3;
9067,imei:865609029388685,tracker,18-06-2007 9.55,,F,95526,A,1255.5489,N,7739.8795,E,5,160,910.6,1,94,66,F1.7.3;
9068,imei:865609029388685,tracker,18-06-2007 9.55,,F,95529,A,1255.5486,N,7739.8795,E,3,105,910.7,1,94,63,F1.7.3;
9069,imei:865609029388685,tracker,18-06-2007 9.55,,F,95533,A,1255.5486,N,7739.8799,E,4,142,910.7,1,94,63,F1.7.3;
9070,imei:865609029388685,tracker,18-06-2007 9.55,,F,95535,A,1255.5484,N,7739.8801,E,2,212,910.7,1,94,63,F1.7.3;
9071,imei:865609029388685,tracker,18-06-2007 9.55,,F,95536,A,1255.5483,N,7739.8799,E,1,313,910.7,1,94,63,F1.7.3;
9072,imei:865609029388685,tracker,18-06-2007 9.55,,F,95538,A,1255.5484,N,7739.8799,E,2,354,910.7,1,91,63,F1.7.3;
9073,imei:865609029388685,tracker,18-06-2007 9.55,,F,95541,A,1255.5486,N,7739.8799,E,5,38,910.7,1,92,53,F1.7.3;
9074,imei:865609029388685,tracker,18-06-2007 9.55,,F,95544,A,1255.5488,N,7739.8801,E,1,319,910.7,1,94,53,F1.7.3;
9075,imei:865609029388685,tracker,18-06-2007 9.55,,F,95545,A,1255.5488,N,7739.8801,E,4,229,910.7,1,94,53,F1.7.3;
9076,imei:865609029388685,tracker,18-06-2007 9.55,,F,95547,A,1255.5486,N,7739.8799,E,0,66,910.7,1,94,53,F1.7.3;
9077,imei:865609029388685,tracker,18-06-2007 9.55,,F,95548,A,1255.5486,N,7739.8799,E,16,15,910.7,1,94,53,F1.7.3;
9078,imei:865609029388685,tracker,18-06-2007 9.55,,F,95558,A,1255.5505,N,7739.8802,E,12,343,911,1,94,46,F1.7.3;
9079,imei:865609029388685,tracker,18-06-2007 9.56,,F,95601,A,1255.5496,N,7739.8795,E,12,273,911,1,94,46,F1.7.3;
9080,imei:865609029388685,tracker,18-06-2007 9.56,,F,95605,A,1255.5486,N,7739.8802,E,3,214,911.3,1,91,46,F1.7.3;
9081,imei:865609029388685,tracker,18-06-2007 9.56,,F,95606,A,1255.5491,N,7739.8808,E,4,112,911.6,1,94,46,F1.7.3;
9082,imei:865609029388685,tracker,18-06-2007 9.56,,F,95609,A,1255.5486,N,7739.8816,E,8,152,911.6,1,94,46,F1.7.3;
9083,imei:865609029388685,tracker,18-06-2007 9.56,,F,95625,A,1255.5469,N,7739.8826,E,3,104,911.6,1,94,46,F1.7.3;
9084,imei:865609029388685,tracker,18-06-2007 9.56,,F,95626,A,1255.5469,N,7739.8828,E,3,63,911.6,1,94,40,F1.7.3;
9085,imei:865609029388685,tracker,18-06-2007 9.56,,F,95628,A,1255.5469,N,7739.8829,E,2,14,911.6,1,94,40,F1.7.3;
9086,imei:865609029388685,tracker,18-06-2007 9.56,,F,95631,A,1255.547,N,7739.8829,E,5,311,911.6,1,94,40,F1.7.3;
9087,imei:865609029388685,tracker,18-06-2007 9.56,,F,95641,A,1255.5478,N,7739.8821,E,5,343,911.6,1,94,40,F1.7.3;
9088,imei:865609029388685,tracker,18-06-2007 9.56,,F,95643,A,1255.548,N,7739.8819,E,4,281,911.6,1,94,50,F1.7.3;
9089,imei:865609029388685,tracker,18-06-2007 9.56,,F,95648,A,1255.548,N,7739.8813,E,4,244,911.6,1,94,50,F1.7.3;
9090,imei:865609029388685,tracker,18-06-2007 9.56,,F,95649,A,1255.548,N,7739.8813,E,2,200,911.6,1,94,46,F1.7.3;
9091,imei:865609029388685,tracker,18-06-2007 9.56,,F,95650,A,1255.548,N,7739.8812,E,3,160,911.6,1,94,46,F1.7.3;
9092,imei:865609029388685,tracker,18-06-2007 9.56,,F,95651,A,1255.548,N,7739.8813,E,2,120,911.6,1,94,46,F1.7.3;
9093,imei:865609029388685,tracker,18-06-2007 9.56,,F,95653,A,1255.548,N,7739.8815,E,4,90,911.6,1,91,46,F1.7.3;
9094,imei:865609029388685,tracker,18-06-2007 9.56,,F,95655,A,1255.548,N,7739.8815,E,2,127,911.6,1,91,46,F1.7.3;
9095,imei:865609029388685,tracker,18-06-2007 9.56,,F,95659,A,1255.5477,N,7739.8818,E,6,164,911.6,1,91,46,F1.7.3;
9096,imei:865609029388685,sleep,18-06-2007 9.57,,F,95703,A,1255.5472,N,7739.8819,E,10,146,911.6,0,91,50,F1.7.3;
9097,imei:865609029388685,tracker,18-06-2007 9.57,,F,95744,A,1255.5459,N,7739.8812,E,7,347,911.6,1,94,50,F1.7.3;
9098,imei:865609029388685,tracker,18-06-2007 9.57,,F,95745,A,1255.5459,N,7739.8812,E,7,308,911.6,1,94,56,F1.7.3;
9099,imei:865609029388685,tracker,18-06-2007 9.58,,F,95807,A,1255.5532,N,7739.8767,E,6,273,913.6,1,91,53,F1.7.3;
9100,imei:865609029388685,tracker,18-06-2007 9.58,,F,95810,A,1255.5532,N,7739.8764,E,3,332,913.7,1,94,63,F1.7.3;
9101,imei:865609029388685,tracker,18-06-2007 9.58,,F,95811,A,1255.5532,N,7739.8764,E,2,123,913.7,1,94,63,F1.7.3;
9102,imei:865609029388685,tracker,18-06-2007 9.58,,F,95813,A,1255.5532,N,7739.8765,E,4,181,913.7,1,94,63,F1.7.3;
9103,imei:865609029388685,tracker,18-06-2007 9.58,,F,95814,A,1255.5532,N,7739.8765,E,7,141,913.7,1,94,63,F1.7.3;
9104,imei:865609029388685,tracker,18-06-2007 9.58,,F,95815,A,1255.553,N,7739.8765,E,12,92,913.7,1,94,63,F1.7.3;
9105,imei:865609029388685,tracker,18-06-2007 9.58,,F,95821,A,1255.5529,N,7739.8789,E,8,60,914,1,94,63,F1.7.3;
9106,imei:865609029388685,tracker,18-06-2007 9.58,,F,95827,A,1255.5529,N,7739.8795,E,1,24,914.1,1,91,53,F1.7.3;
9107,imei:865609029388685,tracker,00/00/00 00:00,,F,95929,V,1255.5475,N,7739.8835,E,9,106,913.9,1,94,10,F1.7.3;
9108,imei:865609029388685,sleep,00/00/00 00:00,,F,95949,V,1255.5475,N,7739.8835,E,9,106,913.9,0,91,53,F1.7.3;
9109,imei:865609029388685,tracker,00/00/00 00:00,,F,100037,V,1255.5475,N,7739.8835,E,9,106,913.9,1,91,53,F1.7.3;
9110,imei:865609029388685,tracker,00/00/00 00:00,,F,100119,V,1255.5475,N,7739.8835,E,9,106,913.9,1,94,33,F1.7.3;
9111,imei:865609029388685,tracker,18-06-2007 10.01,,F,100145,A,1255.5004,N,7739.8971,E,252,75,914.8,1,94,43,F1.7.3;
9112,imei:865609029388685,tracker,18-06-2007 10.01,,F,100154,A,1255.5008,N,7739.9136,E,95,116,928,1,94,53,F1.7.3;
9113,imei:865609029388685,tracker,18-06-2007 10.01,,F,100155,A,1255.5009,N,7739.9156,E,77,146,926.6,1,94,53,F1.7.3;
9114,imei:865609029388685,tracker,18-06-2007 10.01,,F,100158,A,1255.4963,N,7739.9166,E,134,177,927.5,1,94,53,F1.7.3;
9115,imei:865609029388685,tracker,18-06-2007 10.02,,F,100222,A,1255.4515,N,7739.9217,E,112,214,907,1,91,70,F1.7.3;
9116,imei:865609029388685,tracker,18-06-2007 10.02,,F,100226,A,1255.4434,N,7739.9198,E,136,182,906.1,1,94,76,F1.7.3;
9117,imei:865609029330026,sleep,18-06-2007 10.03,,F,100312,A,1254.8754,N,7734.4278,E,1,44,921.4,0,35,100,F1.7.3;
9118,imei:865609029388685,tracker,18-06-2007 10.03,,F,100308,A,1255.3425,N,7739.9237,E,350,173,897.8,1,94,90,F1.7.3;
9119,imei:865609029388685,tracker,18-06-2007 10.03,,F,100348,A,1255.255,N,7739.9326,E,169,214,894.9,1,94,83,F1.7.3;
9120,imei:865609029388685,tracker,18-06-2007 10.04,,F,100400,A,1255.2341,N,7739.9061,E,148,256,894.9,1,94,96,F1.7.3;
9121,imei:865609029388685,tracker,18-06-2007 10.04,,F,100414,A,1255.2415,N,7739.8586,E,197,287,895.6,1,94,96,F1.7.3;
9122,imei:865609029388685,tracker,18-06-2007 10.04,,F,100456,A,1255.2918,N,7739.6677,E,292,282,901.6,1,94,83,F1.7.3;
9123,imei:865609029388685,tracker,18-06-2007 10.05,,F,100538,A,1255.3998,N,7739.3333,E,435,285,898.1,1,94,56,F1.7.3;
9124,imei:865609029388685,tracker,18-06-2007 10.06,,F,100620,A,1255.4461,N,7739.114,E,380,281,900.4,1,94,100,F1.7.3;
9125,imei:865609029388685,tracker,18-06-2007 10.06,,F,100659,A,1255.4469,N,7738.8711,E,417,251,894.4,1,94,76,F1.7.3;
9126,imei:865609029330026,tracker,18-06-2007 10.07,,F,100703,A,1254.8781,N,7734.4257,E,24,79,920.5,1,35,100,F1.7.3;
9127,imei:865609029330026,tracker,18-06-2007 10.07,,F,100715,A,1254.8786,N,7734.4298,E,19,109,920.4,1,35,100,F1.7.3;
9128,imei:865609029388685,tracker,18-06-2007 10.07,,F,100741,A,1255.3956,N,7738.7823,E,285,225,897.2,1,94,80,F1.7.3;
9129,imei:865609029330026,sleep,18-06-2007 10.08,,F,100803,A,1254.8757,N,7734.4331,E,17,127,920.4,0,35,93,F1.7.3;
9130,imei:865609029388685,tracker,18-06-2007 10.08,,F,100829,A,1255.3488,N,7738.7286,E,19,200,895.2,1,91,60,F1.7.3;
9131,imei:865609029388685,tracker,18-06-2007 10.08,,F,100837,A,1255.3434,N,7738.7238,E,102,230,896.4,1,94,86,F1.7.3;
9132,imei:865609029330026,tracker,18-06-2007 10.08,,F,100837,A,1254.8714,N,7734.4317,E,2,282,920.2,1,35,93,F1.7.3;
9133,imei:865609029388685,tracker,18-06-2007 10.08,,F,100856,A,1255.3236,N,7738.7026,E,82,173,892.2,1,92,86,F1.7.3;
9134,imei:865609029388685,tracker,18-06-2007 10.08,,F,100858,A,1255.3219,N,7738.7018,E,73,220,890.8,1,92,90,F1.7.3;
9135,imei:865609029330026,sleep,18-06-2007 10.09,,F,100927,A,1254.8759,N,7734.4142,E,30,286,919.6,0,35,83,F1.7.3;
9136,imei:865609029388685,tracker,18-06-2007 10.09,,F,100940,A,1255.171,N,7738.5722,E,315,217,886.8,1,94,73,F1.7.3;
9137,imei:865609029388685,tracker,18-06-2007 10.10,,F,101022,A,1254.9758,N,7738.3713,E,451,246,889.4,1,94,73,F1.7.3;
9138,imei:865609029388685,tracker,18-06-2007 10.11,,F,101122,A,1254.9575,N,7738.3067,E,1,260,893.2,1,85,90,F1.7.3;
9139,imei:865609029388685,sleep,18-06-2007 10.11,,F,101136,A,1254.9575,N,7738.3068,E,0,260,893.2,0,91,86,F1.7.3;
9140,imei:865609029388685,tracker,18-06-2007 10.12,,F,101217,A,1254.9632,N,7738.2926,E,86,334,892.2,1,91,93,F1.7.3;
9141,imei:865609029388685,tracker,18-06-2007 10.12,,F,101221,A,1254.9733,N,7738.2926,E,262,4,892.6,1,92,80,F1.7.3;
9142,imei:865609029388685,tracker,18-06-2007 10.13,,F,101309,A,1255.1202,N,7738.2994,E,229,2,894.9,1,91,80,F1.7.3;
9143,imei:865609029388685,tracker,18-06-2007 10.13,,F,101358,A,1255.2815,N,7738.3288,E,395,20,896.9,1,91,83,F1.7.3;
9144,imei:865609029388685,tracker,18-06-2007 10.14,,F,101446,A,1255.4226,N,7738.3915,E,4,3,892.6,1,91,70,F1.7.3;
9145,imei:865609029388685,tracker,18-06-2007 10.14,,F,101453,A,1255.4291,N,7738.3881,E,128,321,891.5,1,91,100,F1.7.3;
9146,imei:865609029388685,tracker,18-06-2007 10.15,,F,101508,A,1255.448,N,7738.3517,E,180,290,892.8,1,91,100,F1.7.3;
9147,imei:865609029388685,tracker,18-06-2007 10.15,,F,101545,A,1255.4882,N,7738.2777,E,114,334,898.7,1,91,100,F1.7.3;
9148,imei:865609029388685,tracker,18-06-2007 10.15,,F,101548,A,1255.4927,N,7738.2729,E,156,298,900.8,1,91,70,F1.7.3;
9149,imei:865609029388685,tracker,18-06-2007 10.16,,F,101614,A,1255.5174,N,7738.2074,E,229,266,905.9,1,91,90,F1.7.3;
9150,imei:865609029388685,tracker,18-06-2007 10.17,,F,101702,A,1255.4933,N,7738.0515,E,6,262,918,1,91,66,F1.7.3;
9151,imei:865609029388685,tracker,18-06-2007 10.17,,F,101750,A,1255.4933,N,7738.0515,E,0,262,918.3,1,91,93,F1.7.3;
9152,imei:865609029388685,sleep,18-06-2007 10.17,,F,101752,A,1255.4933,N,7738.0515,E,0,262,918.3,0,91,100,F1.7.3;
9153,imei:865609029388685,tracker,18-06-2007 10.18,,F,101825,A,1255.4958,N,7738.0227,E,96,292,920.2,1,91,100,F1.7.3;
9154,imei:865609029388685,tracker,18-06-2007 10.18,,F,101834,A,1255.4985,N,7738.0092,E,106,261,918.8,1,91,96,F1.7.3;
9155,imei:865609029388685,tracker,18-06-2007 10.19,,F,101922,A,1255.4651,N,7737.8029,E,77,256,913.9,1,91,63,F1.7.3;
9156,imei:865609029388685,tracker,18-06-2007 10.19,,F,101942,A,1255.4615,N,7737.736,E,285,286,914.1,1,91,63,F1.7.3;
9157,imei:865609029388685,tracker,18-06-2007 10.19,,F,101953,A,1255.4779,N,7737.703,E,118,323,914,1,91,60,F1.7.3;
9158,imei:865609029388685,tracker,18-06-2007 10.19,,F,101955,A,1255.4808,N,7737.7019,E,94,354,913.9,1,91,60,F1.7.3;
9159,imei:865609029388685,tracker,18-06-2007 10.19,,F,101959,A,1255.489,N,7737.7052,E,167,26,913.8,1,90,60,F1.7.3;
9160,imei:865609029388685,tracker,18-06-2007 10.20,,F,102047,A,1255.7102,N,7737.7393,E,194,359,917.9,1,91,80,F1.7.3;
9161,imei:865609029388685,tracker,18-06-2007 10.21,,F,102135,A,1255.8778,N,7737.7232,E,273,333,895.1,1,91,86,F1.7.3;
9162,imei:865609029388685,tracker,18-06-2007 10.22,,F,102223,A,1256.0198,N,7737.6158,E,82,316,900.2,1,91,60,F1.7.3;
9163,imei:865609029388685,tracker,18-06-2007 10.23,,F,102311,A,1256.0715,N,7737.5404,E,37,304,912.3,1,91,60,F1.7.3;
9164,imei:865609029388685,tracker,18-06-2007 10.23,,F,102342,A,1256.0818,N,7737.5219,E,26,262,914.3,1,91,60,F1.7.3;
9165,imei:865609029388685,tracker,18-06-2007 10.23,,F,102343,A,1256.0816,N,7737.5219,E,18,146,914.1,1,91,70,F1.7.3;
9166,imei:865609029388685,tracker,18-06-2007 10.23,,F,102345,A,1256.0811,N,7737.5225,E,19,103,913.6,1,91,70,F1.7.3;
9167,imei:865609029388685,tracker,18-06-2007 10.23,,F,102354,A,1256.081,N,7737.5212,E,19,320,913.7,1,91,83,F1.7.3;
9168,imei:865609029388685,tracker,18-06-2007 10.23,,F,102359,A,1256.0832,N,7737.5172,E,38,288,914.5,1,91,83,F1.7.3;
9169,imei:865609029388685,tracker,18-06-2007 10.24,,F,102401,A,1256.0838,N,7737.5162,E,28,323,914.6,1,91,93,F1.7.3;
9170,imei:865609029388685,tracker,18-06-2007 10.24,,F,102406,A,1256.0852,N,7737.5141,E,18,289,914.3,1,91,93,F1.7.3;
9171,imei:865609029388685,tracker,18-06-2007 10.24,,F,102411,A,1256.0854,N,7737.5148,E,22,321,913.8,1,90,93,F1.7.3;
9172,imei:865609029388685,tracker,18-06-2007 10.24,,F,102430,A,1256.118,N,7737.4682,E,73,354,911.2,1,91,83,F1.7.3;
